	article_id	article_auteur	article_section	article_titre	article_page	revue_annee	revue_numero	chapitre	article_SPE_seance
178	BSPE-1908-319	LAVERAN (Alphonse), KERMORGANT (Alexandre)		Rapport sur la prophylaxie de la maladie du sommeil.	319	1908	1	Séance du 10 juin 1908. La prophylaxie de la maladie du sommeil. Rapport présenté par une commission composée de MM. Bouvier, Giard, Martin (Gustave), Mesnil, Roux ; Laveran et Kermorgant.	10 juin 1908
179	BSPE-1908-327	BRUMPT (Emile), MARCHOUX (Emile)	Discussion	Rapport sur la prophylaxie de la maladie du sommeil. (Discussion)	327	1908	1	Séance du 10 juin 1908. La prophylaxie de la maladie du sommeil. Rapport présenté par une commission composée de MM. Bouvier, Giard, Martin (Gustave), Mesnil, Roux ; Laveran et Kermorgant.	10 juin 1908
180	BSPE-1908-330	BARTET (A.)	Communication	Essais de pathogénie de l’urticaire dans la dracunculose.	330	1908	1	Séance du 10 juin 1908. Communications. L'urticaire dans la dracunculose. Essais de pathogénie de l'urticaire dans la dracunculose, par A. Bartet	10 juin 1908
181	BSPE-1908-333	BOUFFARD (Gustave)	Communication	Du rôle comparé des glossines et des stomoxes dans l’étiologie de la Souma.	333	1908	1	Séance du 10 juin 1908. Communications. L'urticaire dans la dracunculose. Essais de pathogénie de l'urticaire dans la dracunculose, par A. Bartet. / Du rôle comparé des glossines et des stomoxes dans l'étiologie de la Souma, par G. Bouffard	10 juin 1908
182	BSPE-1908-337	GROS (H.)	Communication	L’ophtalmo-réaction à la tuberculine chez les indigènes de l’Algérie.	337	1908	1	Séance du 10 juin 1908. Communications. Du rôle comparé des glossines et des stomoxes dans l'étiologie de la Souma, par G. Bouffard. (Laboratoire de bactériologie du Haut-Sénégal et Niger, à Bamako.). / L'ophthalmo-réaction à la tuberculine chez les indigènes de l'Algérie, par H. Gros	10 juin 1908
183	BSPE-1908-339	LEBŒUF (A.)	Communication	Ulcère phagédénique au Congo français.	339	1908	1	Séance du 10 juin 1908. Communications. L'ophthalmo-réaction à la tuberculine chez les indigènes de l'Algérie, par H. Gros. / Ulcère phagédénique au Congo Français, par A. Leboeuf	10 juin 1908
184	BSPE-1908-342	LE DANTEC (A.)	Communication	Présence d’une levure dans le Sprue. Sa signification pathogénique.	342	1908	1	Séance du 10 juin 1908. Communications. Présence d'une levure dans le sprue. Sa signification pathogénique, par A. Le Dantec	10 juin 1908
185	BSPE-1908-344	BERTRAND (Louis-Edmond)	Discussion	Présence d’une levure dans le Sprue. Sa signification pathogénique. (Discussion)	344	1908	1	Séance du 10 juin 1908. Communications. Présence d'une levure dans le sprue. Sa signification pathogénique, par A. Le Dantec	10 juin 1908
186	BSPE-1908-345	LE DANTEC (A.)	Communication	Nouveau traitement des diarrhées chroniques des pays chauds.	345	1908	1	Séance du 10 juin 1908. Communications. Nouveau traitement des diarrhées chroniques des pays chauds, par A. Le Dantec	10 juin 1908
187	BSPE-1908-347	MARCHOUX (Emile)	Communication	L’iodure de potassium dans la lèpre.	347	1908	1	Séance du 10 juin 1908. Communications. L'iodure de potassium dans la lèpre, par E. Marchoux et G. Bourret	10 juin 1908
188	BSPE-1908-351	MARTIN (Gustave), LEBŒUF (A.), ROUBAUD (É.)	Communication	Les trypanosomiases animales du Congo français.	351	1908	1	Séance du 10 juin 1908. Communications. Les trypanosomiases animales du Congo Français, par Gustave Martin, Leboeuf et Roubaud	10 juin 1908
189	BSPE-1908-355	MARTIN (Gustave), LEBŒUF (A.), ROUBAUD (É.)	Communication	Expériences de transmission du « Nagana » par les Stomoxes et par les Moustiques du genre Mansonia.	355	1908	1	Séance du 10 juin 1908. Communications. Les trypanosomiases animales du Congo Français, par Gustave Martin, Leboeuf et Roubaud. (Mission d'études de la maladie du sommeil.). / Expériences de transmission du « Nagana » par les stomoxes et par les moustiques du genre Mansonia, par Gustave Martin, Leboeuf et Roubaud	10 juin 1908
190	BSPE-1908-358	MATIGNON (J.J.)	Communication	Les émanations des selles dysentériques renferment-elles des principes toxiques?	358	1908	1	Séance du 10 juin 1908. Communications. Expériences de transmission du « Nagana » par les stomoxes et par les moustiques du genre Mansonia, par Gustave Martin, Leboeuf et Roubaud. (Mission d'études de la maladie du sommeil.). / Les émanations des selles dysentériques renferment-elles des principes toxiques ? Par J. J. Matignon	10 juin 1908
191	BSPE-1908-359	BERTRAND (Louis-Edmond)	Discussion	Les émanations des selles dysentériques renferment-elles des principes toxiques? (Discussion) 	359	1908	1	Séance du 10 juin 1908. Communications. Les émanations des selles dysentériques renferment-elles des principes toxiques ? Par J. J. Matignon	10 juin 1908
192	BSPE-1908-360	NATTAN-LARRIER (L.), ALLAIN (Jacques)	Communication	L’équilibre leucocytaire chez les noirs atteints de trypanosomiase.	360	1908	1	Séance du 10 juin 1908. Communications. Les émanations des selles dysentériques renferment-elles des principes toxiques ? Par J. J. Matignon. / L'équilibre leucocytaire chez les noirs atteints de trypanosomiase, par L. Nattan-Larrier et Allain	10 juin 1908
193	BSPE-1908-366	MARTIN (Gustave), BRUMPT (Emile)	Discussion	L’équilibre leucocytaire chez les noirs atteints de trypanosomiase. (Discussion)	366	1908	1	Séance du 10 juin 1908. Communications. L'équilibre leucocytaire chez les noirs atteints de trypanosomiase, par L. Nattan-Larrier et Allain	10 juin 1908
194	BSPE-1908-367	NICLOT (F.)	Communication	La peste à Oran en 1907. Ectoparasites des rats pesteux et multiplication du bacille de Yersin dans leur tube digestif.	367	1908	1	Séance du 10 juin 1908. Communications. La peste à Oran en 1907. Ectoparasites des rats pesteux et multiplication du bacille de Yersin dans leur tube digestif, par Niclot	10 juin 1908
195	BSPE-1908-369	NOC (F.)	Communication	Filaires d’Indo-Chine.	369	1908	1	Séance du 10 juin 1908. Communications. La peste à Oran en 1907. Ectoparasites des rats pesteux et multiplication du bacille de Yersin dans leur tube digestif, par Niclot. / Filaires d'Indo-Chine, par F. Noc	10 juin 1908
196	BSPE-1908-374	SOREL (F.)	Communication	Cas de myiase intestinale simulant une maladie typhoïde.	374	1908	1	Séance du 10 juin 1908. Communications. Cas de myase intestinale simulant une maladie typhoïde, par F. Sorel	10 juin 1908
197	BSPE-1908-385	NICOLLE (CHARLES)	Communication	La lutte antipaludique en Tunisie.	385	1908	1	Séance du 8 juillet 1908. Communications. La lutte antipaludique en Tunisie, par C. Nicolle	8 juillet 1908
198	BSPE-1908-388	LAVERAN (Alphonse), BRUMPT (Emile), SCHNEIDER (J. E. J.)	Discussion	La lutte antipaludique en Tunisie. (Discussion)	388	1908	1	Séance du 8 juillet 1908. Communications. La lutte antipaludique en Tunisie, par C. Nicolle. (Institut Pasteur de Tunis.)	8 juillet 1908
199	BSPE-1908-390	CAZALBOU (L.)	Communication	Souma et Baléri.	390	1908	1	Séance du 8 juillet 1908. Communications. La lutte antipaludique en Tunisie, par C. Nicolle. / Souma et Baléri, par L. Cazalbou	8 juillet 1908
200	BSPE-1908-392	BOUFFARD (Gustave)	Discussion	Souma et Baléri. (Discussion)	392	1908	1	Séance du 8 juillet 1908. Communications. Souma et Baléri, par L. Cazalbou	8 juillet 1908
201	BSPE-1908-393	LAVERAN (Alphonse)	Communication	Sur quelques altérations de la rate chez les cobayes infectés de trypanosomes.	393	1908	1	Séance du 8 juillet 1908. Communications. Souma et Baléri, par L. Cazalbou. / Sur quelques altérations de la rate chez les cobayes infectés de trypanosomes, par A. Laveran	8 juillet 1908
202	BSPE-1908-397	BRUMPT (Emile)	Discussion	Sur quelques altérations de la rate chez les cobayes infectés de trypanosomes. (Discussion) 	397	1908	1	Séance du 8 juillet 1908. Communications. Sur quelques altérations de la rate chez les cobayes infectés de trypanosomes, par A. Laveran	8 juillet 1908
203	BSPE-1908-398	MORAX (V.), KÉRANDEL (J.)	Communication	Un cas de cyclite dans la trypanosomiase humaine.	398	1908	1	Séance du 8 juillet 1908. Communications. Sur quelques altérations de la rate chez les cobayes infectés de trypanosomes, par A. Laveran. / Un cas de cyclite dans la trypanosomiase humaine, par V. Morax et Kérandel	8 juillet 1908
204	BSPE-1908-402	MARTIN (Gustave), LEBŒUF (A.)	Communication	Période d’incubation dans la maladie du sommeil. Inflammations locales à la suite de piqûres de Glossines infectées.	402	1908	1	Séance du 8 juillet 1908. Communications. Période d'incubation dans la maladie du sommeil. Inflammations locales à la suite de piqûres de glossines infectées, par Gustave Martin et Leboeuf	8 juillet 1908
205	BSPE-1908-406	BELLET (E.)	Communication	Du traitement de la fièvre bilieuse hémoglobinurique des paludéens.	406	1908	1	Séance du 8 juillet 1908. Communications. Du traitement de la fièvre bilieuse hémoglobinurique des paludéens, par E. Bellet	8 juillet 1908
206	BSPE-1908-410	FRANÇA (C.)	Communication	Sur une piroplasmose nouvelle chez une mangouste.	410	1908	1	Séance du 8 juillet 1908. Communications. Du traitement de la fièvre bilieuse hémoglobinurique des paludéens, par E. Bellet. / Sur une piroplasmose nouvelle chez une mangouste, par Carlos França	8 juillet 1908
207	BSPE-1908-412	BOUFFARD (Gustave)	Communication	La défense de Bamako (Haut-Sénégal et Niger) contre la fièvre jaune, en 1906.	412	1908	1	Séance du 8 juillet 1908. Communications. Sur une piroplasmose nouvelle chez une mangouste, par Carlos França. (Travail de l'Institut royal de bactériologie Camara Pestana.). / La défense de Bamako (Haut-Sénégal et Niger) contre la fièvre jaune, en 1906, par G. Bouffard	8 juillet 1908
208	BSPE-1908-415	LEVADITI (C.), YAMANOUCHI (T.)	Communication	Transmission des spirilloses humaines aux poussins et aux embryons de poulet.	415	1908	1	Séance du 8 juillet 1908. Communications. Transmission des spirilloses humaines aux poussins et aux embryons de poulet, par C. Levaditi et T. Yamanouchi	8 juillet 1908
209	BSPE-1908-416	MARCHOUX (Emile)	Communication	Essai d’inoculation de la lèpre au chimpanzé.	416	1908	1	Séance du 8 juillet 1908. Communications. Transmission des spirilloses humaines aux poussins et aux embryons de poulet, par C. Levaditi et T. Yamanouchi. / Essai d'inoculation de la lèpre au chimpanzé, par E. Marchoux et G. Bourret	8 juillet 1908
210	BSPE-1908-420	BORREL (A.)	Communication	Nécro tuberculose et sensibilisation (anaphylaxie) par bacilles tuberculeux morts.	420	1908	1	Séance du 8 juillet 1908. Communications. Essai d'inoculation de la lèpre au chimpanzé, par E. Marchoux et G. Bourret. / Nécrotuberculose et sensibilisation (anaphylaxie) par bacilles tuberculeux morts, par A. Borrel	8 juillet 1908
211	BSPE-1908-421	COUTEAUD	Communication	L’inégalité pupillaire signe possible de l’abcès du foie.	421	1908	1	Séance du 8 juillet 1908. Communications. Nécrotuberculose et sensibilisation (anaphylaxie) par bacilles tuberculeux morts, par A. Borrel. / L'inégalité pupillaire, signe possible de l'abcès du foie, par Couteaud	8 juillet 1908
212	BSPE-1908-424	MORAX (V.), BERTRAND (Louis-Edmond)	Discussion	L’inégalité pupillaire signe possible de l’abcès du foie. (Discussion)	424	1908	1	Séance du 8 juillet 1908. Communications. L'inégalité pupillaire, signe possible de l'abcès du foie, par Couteaud	8 juillet 1908
213	BSPE-1908-425	NOC (F.), BROCHARD (V.)	Communication	Sur la présence du pigment ocre dans les organes des sujets morts de béribéri.	425	1908	1	Séance du 8 juillet 1908. Communications. Sur la présence du pigment ocre dans les organes des sujets morts de béribéri, par F. Noc et V. Brochard	8 juillet 1908
214	BSPE-1908-428	WEINBERG (M.), LÉGER (Marcel), LAVERAN (Alphonse), NATTAN-LARRIER (L.)	Discussion	Sur la présence du pigment ocre dans les organes des sujets morts de béribéri. (Discussion) 	428	1908	1	Séance du 8 juillet 1908. Communications. Sur la présence du pigment ocre dans les organes des sujets morts de béribéri, par F. Noc et V. Brochard	8 juillet 1908
215	BSPE-1908-430	BOUFFARD (Gustave), NEVEUX	Communication	Bilharziose dans le Haut-Sénégal et le HautNiger.	430	1908	1	Séance du 8 juillet 1908. Communications. Sur la présence du pigment ocre dans les organes des sujets morts de béribéri, par F. Noc et V. Brochard. / Bilharziose dans le Haut-Sénégal et le Haut-Niger, par Bouffard et Neveux	8 juillet 1908
216	BSPE-1908-432	BRUMPT (Emile)	Communication	Existence de la « Fièvre des Tiques » en Abyssinie. Quelques mots sur la biologie de l’Ornitho-dorus moubata, acarien qui détermine cette spirochétose.	432	1908	1	Séance du 8 juillet 1908. Communications. Bilharziose dans le Haut-Sénégal et le Haut-Niger, par Bouffard et Neveux. (Laboratoire du Haut-Sénégal et Niger à Bamako.). / Existence de la « Fièvre des tiques » en Abyssinie. Quelques mots sur la biologie de l'Ornithodorus moubata, acarien qui détermine cette spirochètose, par E. Brumpt	8 juillet 1908
217	BSPE-1908-437	SCHNEIDER (J.E.J.)	Discussion	Existence de la « Fièvre des Tiques » en Abyssinie. Quelques mots sur la biologie de l’Ornitho-dorus moubata, acarien qui détermine cette spirochétose. (Discussion).	437	1908	1	Séance du 8 juillet 1908. Communications. Existence de la « Fièvre des tiques » en Abyssinie. Quelques mots sur la biologie de l'Ornithodorus moubata, acarien qui détermine cette spirochètose, par E. Brumpt. / Mémoire. Anophélisme et paludisme dans la division d'Oran au cours de 1907, par Niclot	8 juillet 1908
219	BSPE-1908-450	LEBŒUF (A.)	Correspondance	Présentation d’échantillons d’une larve et de deux pupes de Glossina palpalis.	450	1908	1	Séance du 14 octobre 1908. Correspondance. / Présentations	14 octobre 1908
220	BSPE-1908-451	THEILER (A.)	Communication	The influence of cold on ticks and Piroplasma parvum.	451	1908	1	Séance du 14 octobre 1908. Communications. The influence of cold on ticks and Piroplasma parvum, by A. Theiler	14 octobre 1908
221	BSPE-1908-454	BOUFFARD (Gustave)	Communication	Le Stegomyia fasciata au Soudan français. 	454	1908	1	Séance du 14 octobre 1908. Communications. The influence of cold on ticks and Piroplasma parvum, by A. Theiler. (Veterinary bacteriological Laboratory of the Transvaal Government.). / Le Stegomyia fasciata au Soudan Français, par G. Bouffard	14 octobre 1908
222	BSPE-1908-458	LEGENDRE (J.)	Discussion	Le Stegomyia fasciata au Soudan français. (Discussion)	458	1908	1	Séance du 14 octobre 1908. Communications. Le Stegomyia fasciata au Soudan Français, par G. Bouffard	14 octobre 1908
223	BSPE-1908-459	WEINBERG (M.), MOORE (A.)	Communication	Quelques données sur I’éosinophilie dans les helminthiases.	459	1908	1	Séance du 14 octobre 1908. Communications. Le Stegomyia fasciata au Soudan Français, par G. Bouffard. / Quelques données sur l'éosinophilie dans les helminthiases, par M. Weinberg et Moore Alexander	14 octobre 1908
224	BSPE-1908-463	WEINBERG (M.), MELLO (U.)	Communication	Recherches expérimentales sur l’origine de l’éosinophilie dans les helminthiases.	463	1908	1	Séance du 14 octobre 1908. Communications. Quelques données sur l'éosinophilie dans les helminthiases, par M. Weinberg et Moore Alexander. (Travail du laboratoire de M. le Prof. Metchnikoff.). / Recherches expérimentales sur l'origine de l'éosinophilie dans les helminthiases, par M. Weinberg et Ugo Mello	14 octobre 1908
225	BSPE-1908-472	SERGENT (ED.), FOLEY (H.)	Communication	Existence de Filaria perstans chez un indigène de l’Afrique du Nord.	472	1908	1	Séance du 14 octobre 1908. Communications. Existence de Filaria perstans chez un indigène de l'Afrique du Nord, par Edmond Sergent et H. Foley	14 octobre 1908
226	BSPE-1908-473	DUFOUGERÉ (W.)	Communication	L’élephantiasis, ses rapports avec la lymphangite endémique des pays chauds.	473	1908	1	Séance du 14 octobre 1908. Communications. Existence de Filaria perstans chez un indigène de l'Afrique du Nord, par Edmond Sergent et H. Foley. / L'éléphantiasis, ses rapports avec la lymphangite endémique des pays chauds, par W. Dufougeré	14 octobre 1908
