,article_id,article_auteur,article_detail,article_titre,revue_annee,revue_numero,article_page
46,AHMC-04-274,le Dr Miquel,, Traitement de la lèpre par les injections sous-cutanées d'huile de Chaulmoogra.,1901,04,274
47,AHMC-04-284,M, le Dr Camail," Morbidité et mortalité des troupes aux colonies (Tonkin, Cochinchine, Madagascar, Sénégal, Guyane).",1901,04,284
48,AHMC-04-296,M. le Dr E, Marchoux," Piroplasma canis (Lav.), chez les chiens du Sénégal.",1901,04,296
49,AHMC-04-298,le Dr Boyé,,"Kéloïde fibromatode du lobule de l'oreille dans la race nègre. Par le Dr Le Dantec, et",1901,04,298
50,AHMC-04-304,,,"Natalité et mortalité des îles et des archipels constituant les établissements français de l'Océanie pendant les années 1897, 1898 et 1899. Extrait du Rapport de M. le Dr Lemoine",1901,04,304
51,AHMC-04-305,,,Note sur la manière de tirer parti des sérums qui deviennent facilement troubles aux pays chauds,1901,04,305
52,AHMC-04-306,M, le Dr Bireaud,Clinique d'Outre-Mer. Observations recueillies à N'Djolé (Congo français).,1901,04,306
53,AHMC-04-310,M, le Dr Lhomme, Clinique d'Outre-Mer. Difformité du pied par hypertrophie d'origine congénitale du gros orteil et par production de tumeurs lipomateuses.,1901,04,310
54,AHMC-04-314,M, le Dr Bailly,Hyperostose des 2e et 3e métatarsiens gauches et orteils correspondants. Observations recueillies,1901,04,314
55,AHMC-04-320,Paul d'Enjoy,,La santé aux colonies.,1901,04,320
56,AHMC-04-323,,, Manière de conserver les moustiques à l'état vivant pour les expédier en Europe,1901,04,323
57,AHMC-04-325,M. le docteur A. Kermorgant, Considérations générales," Épidémie de fièvre jaune du Sénégal(1), du 16 avril 1900 au 28 février 1901.",1901,04,325
71,AHMC-04-411,fièvre jaune,," Épidémie de fièvre jaune du Sénégal(1), du 16 avril 1900 au 28 février 1901. Par M. le docteur A. Kermorgant. Traitement. Mortalité",1901,04,411
72,AHMC-04-412,rapport au temps de séjour dans la colonie,," Épidémie de fièvre jaune du Sénégal(1), du 16 avril 1900 au 28 février 1901. Par M. le docteur A. Kermorgant. Mortalité par fièvre jaune. Morbidité et mortalité par fièvre jaune",1901,04,412
73,AHMC-04-413,rapport au temps de séjour dans la colonie, Morbidité suivant les races," Épidémie de fièvre jaune du Sénégal(1), du 16 avril 1900 au 28 février 1901. Par M. le docteur A. Kermorgant. Morbidité et mortalité par fièvre jaune",1901,04,413
79,AHMC-04-436,M. le Dr J, Auber,Résultats obtenus à La Réunion par l'emploi du sérum antipesteux de Yersin.,1901,04,436
80,AHMC-04-440,MM, les docteurs Bouffard et Chabaneix,"Quelques cas de fièvre paludéenne observée à Djibouti, chef-lieu de la côte des Somalis.",1901,04,440
81,AHMC-04-452,MM. J.-A, Chabaneix et Bouffard,Pieds de Madura observés à Djibouti.,1901,04,452
82,AHMC-04-456,M, le Dr Clarac,Corps étrangers du rectum chez les condamnés à La Guyane.,1901,04,456
83,AHMC-04-459,M, le Dr Calmette, Recherches sur la vaccine expérimentale.,1901,04,459
84,AHMC-04-463,,,"Étiologie de la fièvre jaune (Die Krankeiten der Warmen Laender, 2° édiz, 1896.)",1901,04,463
85,AHMC-04-464,Ch, Finlay,La Théorie du moustique sur la transmission de la fièvre jaune et ses nouveaux progrès.,1901,04,464
86,AHMC-04-469,,,Avis,1901,04,469
87,AHMC-04-473,M. le Dr Huot. A, Territoire de l'Oubangui, Géographie médicale. Considérations générales sur l'Oubangui et le Bahr-el-Ghazal.,1901,04,473
91,AHMC-04-502,M, le Dr Thiroux, Fonctionnement de l'Institut Pasteur de Tananarive en 1900.,1901,04,502
92,AHMC-04-513,M. le Dr Primet, Exposé de l'état actuel de la question de la lèpre en Nouvelle-Calédonie, La prophylaxie de la lèpre en Nouvelle-Calédonie.,1901,04,513
95,AHMC-04-541,M, le Dr Jourdran, La lèpre et les léproseries à Madagascar.,1901,04,541
96,AHMC-04-549,M, le Dr Le Ray," La lèpre et les léproseries à Madagascar. Par M. le Dr Jourdran. Contribution à l'étude de la fièvre bilieuse hémoglobinurique, observée aux pays chauds.",1901,04,549
97,AHMC-04-555,M. le Dr Le Ray, Observation I," Contribution à l'étude de la fièvre bilieuse hémoglobinurique, observée aux pays chauds.",1901,04,555
102,AHMC-04-588,M, le Dr Mul,Note sur un monstre ectromélien observé à Saint-Louis (Sénégal).,1901,04,588
103,AHMC-04-590,M, le Dr Spire,Variétés. Fonctionnement du service de santé dans l'armée des Indes néerlandaises.,1901,04,590
104,AHMC-04-593,M. le Dr Spire, Procédé employé aux Indes néerlandaises pour emballer les tubes à vaccin destinés aux célébés et à la Nouvelle-Guinée , Variétés. Fonctionnement du service de santé dans l'armée des Indes néerlandaises.,1901,04,593
105,AHMC-04-601,,, Mesures prophylactiques prises contre la fièvre jaune à Cuba sur l'ordre du major général Word,1901,04,601
106,AHMC-04-603,,,Règlement au sujet de la lèpre dans la Nouvelle-Galles du sud,1901,04,603
107,AHMC-04-608,le Dr Dom Sauton,,La Léprose.,1901,04,608
0,AHMC-05-5,M. le Dr Clarac, I Géographie et ethnographie," La Guyane française. Notes de géographie médicale, d'ethnographie et de pathologie.",1902,05,5
2,AHMC-05-108,M, le Dr Raoul Dumas,Au sujet de quelques modifications de l'excrétion urinaire provoquées par l'accès paludéen.,1902,05,108
3,AHMC-05-116,M, le Dr Roques,"Variole et vaccine dans la région de Loango (Congo français), de novembre 1893 à septembre 1899.",1902,05,116
4,AHMC-05-122,M, Bloch,Analyse de l'eau du puits de Lawpett.,1902,05,122
5,AHMC-05-126,M, le Dr Talbot ,Notes sur une épidémie de rougeole observée sur des Malinkais et des Soussous à Ouossou (Guinée française).,1902,05,126
6,AHMC-05-137,M, le docteur Augier,Pratique de la police sanitaire maritime à l'arrivée.,1902,05,137
7,AHMC-05-150,,,Variétés. Fonctionnement du service de santé dans l'état indépendant du Congo,1902,05,150
8,AHMC-05-151,,,Les piaïeurs à la Guyane française,1902,05,151
9,AHMC-05-155,F, Plehn,Assainissement des pays tropicaux à malaria.,1902,05,155
10,AHMC-05-156,le professeur B, Fischer,Sur la question des prétendues fièvres rémittentes des pays chauds.,1902,05,156
11,AHMC-05-161,M. le Dr Ch, Firket,Les fièvres d'Europe dans les pays chauds.,1902,05,161
13,AHMC-05-165,M. le Dr J, Decorse, Contribution à la géographie médicale. Notes sur l'Androy (sud de Madagascar).,1902,05,165
14,AHMC-05-179,M, le Dr Sautarel,Quelques notes médicales sur Ssé-Mao (Chine).,1902,05,179
15,AHMC-05-184,,,Instructions pour l'application de la méthode des tractions rythmées de la langue : 1° au traitement de la mort apparente ; 2° au signe automatique de la mort réelle. Le tracteur lingual mécanique,1902,05,184
16,AHMC-05-194,M, le Dr Rouffiandis, Le Ki-mo ou pian du Laos.,1902,05,194
17,AHMC-05-200,M, le Dr Brengues,Contribution à l'étude du paludisme en Indo-chine. Le paludisme à Hatien.,1902,05,200
18,AHMC-05-214,M, le Dr Gustave Reynaud, Stérilisation de l'eau par la solution bromée (procédé de Schumburg).,1902,05,214
19,AHMC-05-221,M, le Dr Boyé,Un cas d'hyperthermie post-mortem avec refroidissement cadavérique très lent dans un accès pernicieux.,1902,05,221
20,AHMC-05-223,M. Louis Le Clech et M. Jean Vuillet. Introduction, Albarcantégna, Plantes médicinales et toxiques du Soudan français.,1902,05,223
44,AHMC-05-257,M. le Dr (H.-C.-A,) Vergoz,De quelques affections qu'on observe fréquemment chez les indigènes de la Côte d'Ivoire.,1902,05,257
45,AHMC-05-262,M. le Dr L, Touin,Note sur un cas de paludisme chez une hystéro-neurasthénique.,1902,05,262
46,AHMC-05-268,M, le Dr Blin,Cas de ptomaphagie observé chez un hindou atteint de folie religieuse.,1902,05,268
47,AHMC-05-277,M. le Dr A. Kermorgant. A, Maladies épidémiques et contagieuses, Maladies épidémiques et contagieuses qui ont régné dans les colonies françaises au cours de l'année 1900.,1902,05,277
48,AHMC-05-286,M. le Dr A. Kermorgant. A. Maladies épidémiques et contagieuses. B, Résumé de la morbidité et de la mortalité dans les établissements hospitaliers en 1900, Maladies épidémiques et contagieuses qui ont régné dans les colonies françaises au cours de l'année 1900,1902,05,286
49,AHMC-05-305,M, le Dr Morel,Existence de la mouche tsé-tsé dans la région du Chari.,1902,05,305
50,AHMC-05-306,M, le Dr Sautarel,Un cas de lèpre tuberculeuse.,1902,05,306
51,AHMC-05-312,M. le Dr Semple et G, Lamb, Le pouvoir neutralisant du sérum antivenimeux de Calmette et sa valeur dans le traitement des morsures de serpents.,1902,05,312
52,AHMC-05-324,l'arrhénal,, Le pouvoir neutralisant du sérum antivenimeux de Calmette et sa valeur dans le traitement des morsures de serpents. Par M. le Dr Semple et G. Lamb. Traitement des fièvres paludéennes,1902,05,324
53,AHMC-05-338,,,Voeux du rapport général,1902,05,338
54,AHMC-05-341,,,Circulaire relative à la description des uniformes des officiers du corps de santé des troupes coloniales,1902,05,341
55,AHMC-05-353,M, le Dr Spire, Rapport médical de la mission Fourneau.,1902,05,353
56,AHMC-05-380,M, le Dr Mas," Rapport sur l'état sanitaire de Canton, du 30 octobre 1900 au 1er octobre 1901.",1902,05,380
57,AHMC-05-384,M, le Dr Rey,Rapport médical sur l'état sanitaire de la ville chinoise de Pakhoï (août 1900 à juillet 1901).,1902,05,384
58,AHMC-05-391,M, le Dr Lemoine,Quelques opérations palliatives applicables à l'éléphantiasis des Arabes pratiquées à Tahiti.,1902,05,391
59,AHMC-05-395,M. le Dr Lemoine, Éléphantiasis des membres, Quelques opérations palliatives applicables à l'éléphantiasis des Arabes pratiquées à Tahiti.,1902,05,395
61,AHMC-05-414,M, le Dr Henric, Notes d'ethnographie et d'anthropologie sur les Haoussas (Afrique centrale).,1902,05,414
62,AHMC-05-431,M. le Dr A, Kermorgant,Les serpents de mer et leur venin.,1902,05,431
63,AHMC-05-436,MM, Mirville et Rosé, Notes sur les pouzzolanes de la Martinique.,1902,05,436
64,AHMC-05-439,M, le Dr Noc,Rapport du laboratoire de bactériologie sur l'épidémie de peste de 1901 à Nouméa.,1902,05,439
65,AHMC-05-449,M. le Dr L, Gaide,Notice ethnograhique sur les principales races indigènes de la Chine méridionale (Yun-Nam en particulier) et du nord de l'Indo-Chine.,1902,05,449
66,AHMC-05-450,M. le Dr L. Gaide. I, Les Thaïs, Notice ethnograhique sur les principales races indigènes de la Chine méridionale (Yun-Nam en particulier) et du nord de l'Indo-Chine.,1902,05,450
77,AHMC-05-494,M, le Dr Audiau,Opération d'un éléphantiasis du scrotum.,1902,05,494
78,AHMC-05-497,M, le Dr Gustave Martin, Service de la vaccine au Cambodge.,1902,05,497
79,AHMC-05-501,les forçats pour se donner des maladies. (cahier de recettes trouvé sur l'un d'eux,),Variétés. Moyens employés,1902,05,501
80,AHMC-05-507,M, le Dr Bussière,L'école de médecine de Pondichéry.,1902,05,507
81,AHMC-05-510,M, le Dr Damiens,Une visite à l'hôpital de Lagos (côte occidentale d'Afrique).,1902,05,510
82,AHMC-05-533,M, le Dr Percheron, Géographie médicale. La Grande-Comore.,1902,05,533
85,AHMC-05-558,M. le Dr J.-J, Vassal,"La sérothérapie de la peste bubonique. Épidémie du Port (Réunion), 1900-1901.",1902,05,558
86,AHMC-05-561,M. le Dr J.-J. Vassal. I, Vaccinations préventives," La sérothérapie de la peste bubonique. Épidémie du Port (Réunion), 1900-1901.",1902,05,561
88,AHMC-05-577,le sérum antipesteux,," La sérothérapie de la peste bubonique. Épidémie du Port (Réunion), 1900-1901. Par M. le Dr J.-J. Vassal. II. Vaccinations curatives. III. Observations médicales des malades traités",1902,05,577
89,AHMC-05-599,M, Pottier,Épuration de l'eau potable en campagne. Analyse.,1902,05,599
90,AHMC-05-605,le Dr E, Guérin,Traitement de la malaria par les injections hypodermiques de liqueur de Fowler.,1902,05,605
91,AHMC-05-607,M, le Dr Boyé,Notes de pathologie exotique.,1902,05,607
92,AHMC-05-618,MM, Mirville et Rosé, Notes pour servir à l'étude des phénomènes volcaniques qui ont eu lieu à la Martinique en mai 1902. Recueillies,1902,05,618
93,AHMC-05-625,,,Quelques notes sur la catastrophe de Saint-Pierre,1902,05,625
94,AHMC-05-631,M. le Dr J.-A, Bussière,Une mission de vaccine en Cochinchine (région est).,1902,05,631
95,AHMC-05-636,M. le Dr Bouffard. I, Pied de Madura à grains noirs, Pieds de Madura observés à Djibouti.,1902,05,636
97,AHMC-05-652,M. G, Lambert,Contribution à l'étude de la pharmacologie et de la physiologie du sarracenia purpurea.,1902,05,652
98,AHMC-05-662,M. le Dr E, Métin,Recherches sur l'étiologie de la dysenterie des pays chauds.,1902,05,662
99,AHMC-05-670,M, le Dr Clarac,Clinique d'Outre-Mer. Observation d'abcès du foie.,1902,05,670
100,AHMC-05-673,M, le Dr Mondon,Plaies pénétrantes de l'abdomen observées à Conakry (Guinée Française).,1902,05,673
101,AHMC-05-676,M, le Dr Raoul Dumas,Observations d'abcès du foie recueillies à l'hôpital de Quang-Yen (Tonkin).,1902,05,676
102,AHMC-05-680,M. le Dr V, Brochard,Cas de lèpre anesthésique au début observé dans le haut Dahomey.,1902,05,680
103,AHMC-05-682,M. le Dr G, Blin,Rupture de la rate par traumatisme chez un paludéen.,1902,05,682
104,AHMC-05-683,M, le Dr Gentilhomme,Abcès de la rate ouvert dans l'intestin.,1902,05,683
105,AHMC-05-684,,,Un cas de polynévrite palustre,1902,05,684
106,AHMC-05-685,,,Amputation de l'avant-bras chez un diabétique,1902,05,685
107,AHMC-05-686,M. le Dr J.-A, Bussière," Variétés. L'homme au cou de capelle, développement anormal d'un faisceau musculaire acromiomastoïdien rudimentaire, malformation congénitale rare, observée à Pondichéry (Indes orientales).",1902,05,686
108,AHMC-05-688,,,Une maternité à Tananarive,1902,05,688
109,AHMC-05-690,Gualdi T. et Martirano F. Précautions contre la dissémination des germes infectieux, Traduction du Dr Brochard,L'action de la quinine sur les corps en croissant.,1902,05,690
110,AHMC-05-691,,,Valeur diagnostique des variations des leucocytes du sang dans les fièvres typhoïdes et rémittentes palustres,1902,05,691
111,AHMC-05-692,,,Injections intraspléniques dans la malaria chronique,1902,05,692
112,AHMC-05-693,le Dr Ant. Giuseppe Cipriani, Traduction du Dr Bussière,Les abcès consécutifs aux injections sous-cutanées de quinine sont favorables à la guérison de la fièvre paludéenne.,1902,05,693
113,AHMC-05-694,M. le Dr Neiret, le Dr Neiret," Mission envoyée au Para par l'école de médecine tropicale de Liverpool, pour l'étude de la fièvre jaune. Analyse du rapport.",1902,05,694
0,AHMC-06-22,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre premier. Paludisme. Chapitre II. Fièvre jaune",1903,06,22
1,AHMC-06-30,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre II. Fièvre jaune. Chapitre III. Lèpre",1903,06,30
2,AHMC-06-34,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre III. Lèpre. Chapitre IV. Béribéri",1903,06,34
3,AHMC-06-45,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre IV. Béribéri. Chapitre V. Tuberculose et alcoolisme",1903,06,45
4,AHMC-06-49,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre V. Tuberculose et alcoolisme. Chapitre VI. Fièvre typhoïde",1903,06,49
5,AHMC-06-63,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre VI. Fièvre typhoïde. Chapitre VII. Choléra",1903,06,63
6,AHMC-06-67,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre VII. Choléra. Chapitre VIII. Peste",1903,06,67
7,AHMC-06-84,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre VIII. Peste. Chapitre IX. Variole et vaccine",1903,06,84
8,AHMC-06-90,,," Instructions concernant les mesures à prendre contre les maladies endémiques, épidémiques et contagieuses. Chapitre IX. Variole et vaccine. Résumé",1903,06,90
9,AHMC-06-5,M. le Dr V, Rouffiandis, Géographie médicale. Le Moyen-Laos.,1903,06,5
15,AHMC-06-40,M, le Dr Escande de Messières, L'alcoolisme en Nouvelle-Calédonie.,1903,06,40
16,AHMC-06-50,M, le Dr Hénaff, La tuberculose chez les indigènes de Cochinchine.,1903,06,50
17,AHMC-06-61,M, le Dr Angier, La tuberculose au Cambodge.,1903,06,61
18,AHMC-06-66,M, le Dr Merveilleux,Notes sur la tuberculose pulmonaire à La Réunion.,1903,06,66
19,AHMC-06-74,MM, Mirville et Rosé, Notes complémentaires sur les phénomènes volcaniques qui ont eu lieu à la Martinique en juin et juillet 1902.,1903,06,74
