	Unnamed: 0	cote	article_id	chapitre	revue_annee	page	article_description	article_section
12493	31748	90156x1896x65	AMN-1896-121	Sur un cas de pouls lent permanent (maladie de Stokes-Adams). Par le Dr Paul Guérin	1896	121	 / Notes recueillies à l'hôpital de Nossi-Bé pendant la campagne de Madagascar. Par le Dr Quennec..	article
12494	31750	90156x1896x65	AMN-1896-123	Notes recueillies à l'hôpital de Nossi-Bé pendant la campagne de Madagascar. Par le Dr Quennec	1896	123	 / Appareil digestif	article
12497	31756	90156x1896x65	AMN-1896-129	De la possibilité d'administrer à l'homme par voie veineuse les sels d'arsenic. De l'innocuité de l'arséniate de soude introduit par cette voie. Suite. Par le Docteur Levrier	1896	129	 / Injections intraveineuses d'arséniate de soude	article
12501	31763	90156x1896x65	AMN-1896-136	Étude comparée de la régulation physique de la température chez l'européen et le malais habitant les tropiques. Par le Dr Eijkmann	1896	136	 / Compte rendu. Par le Dr Gros... / Influence de la couleur de la peau sur la déperdition de chaleur	article
12510	31774	90156x1896x65	AMN-1896-147	Clinique. Par le Dr Lesueur-Florent	1896	147	 / I. - Coup de chaleur. / Traitement	article
12514	31779	90156x1896x65	AMN-1896-152	Variétés. / Statistique de la marine néerlandaise pour 1893	1896	152		article
12517	31788	90156x1896x65	AMN-1896-161	Aperçu sur les principales apparitions de la peste depuis les dix dernières années (de 1886 à 1895). Par le docteur Mahé	1896	161	 (Suite et fin.)	article
12526	31814	90156x1896x65	AMN-1896-187	Pêcheurs d'Islande. Par le Dr Forterre	1896	187	 / Description du navire	article
12531	31822	90156x1896x65	AMN-1896-195	Appareil pour le traitement des fractures du membre inférieur par la méthode ambulatoire. Par le Dr Le Marc Hadour	1896	195		article
12532	31827	90156x1896x65	AMN-1896-200	Note sur un brancard à l'usage des compagnies de débarquement dans les divisions et stations navales lointaines. Par le Dr Lesueur-Florent	1896	200		article
12533	31831	90156x1896x65	AMN-1896-204	Des maladies provoquées observées dans les hôpitaux de la transportation aux îles du Salut (Guyane française). Par le Dr Pierre (Louis-Édouard)	1896	204		article
12543	31845	90156x1896x65	AMN-1896-218	Notice pour servir à l'histoire du paludisme intertropical. Par le docteur Le Moine	1896	218	 / I. - Recherche des hématozoaires. / 1° Préparation du sang	article
12550	31857	90156x1896x65	AMN-1896-230	Clinique. Fracture du crâne avec enfoncement. - Trépanation. Congestion du foie consécutive. - Guérison. Par le Dr Couteaud	1896	230	 / Réflexion	article
12552	31862	90156x1896x65	AMN-1896-235	Clinique d'Outre-Mer. Un cas de fièvre bilieuse hématurique observée à Mayotte. Par le Dr Vaysse	1896	235	 / Variétés. / Maladies épidémiques dans la marine royale anglaise	article
12554	31868	90156x1896x65	AMN-1896-241	Ressources médicales des ports visités par la « Mouette » en 1893 et 1894. Par le docteur Bonain	1896	241	 / Liste des ports visité par la « Mouette » en 1893 et 1894	article
12574	31889	90156x1896x65	AMN-1896-262	Des eaux de Terre-Neuve. Par le Dr Gallas	1896	262	 / Qualités physiques. / a) Température. / b) Limpidité, odeur, saveur	article
12579	31902	90156x1896x65	AMN-1896-275	Relation de la recrudescence endémo-épidémique de fièvre jaune qui s'est produite à Saint-Pierre (Martinique) pendant le quatrième trimestre de l'année 1895. Par le Dr Drevon	1896	275	 Météréologie. / Étiologie	article
12580	31904	90156x1896x65	AMN-1896-277	Notes de pathologie exotique. Deux cas d'hémoglobinurie quinique. Par le Dr Clarac	1896	277	 / Observation n° 1	article
12583	31912	90156x1896x65	AMN-1896-285	Étuve à désinfection par circulation d'un courant de vapeur sous pression. Par le Dr L. Vaillard	1896	285	 et Par le Dr Besson... / I. Description de l'étuve. / A) Fourneau	article
12602	31948	90156x1896x65	AMN-1896-321	La transfusion dans le traitement des manifestations paludéennes. Par le Dr Gros	1896	321		article
12606	31966	90156x1896x65	AMN-1896-339	Le diagnostic bactériologique du paludisme. Par le Dr Du Bois Saint-Sevrin	1896	339	 / Coloration du sang. - Technique	article
12611	31976	90156x1896x65	AMN-1896-347	De l'orchite malarienne. Par le Dr J. Planté	1896	347		article
12621	31993	90156x1896x65	AMN-1896-364	Organisation et résultats de la vaccine mobile en Annam et au Tonkin. Par le Dr Fontaine	1896	364	 1. - Historique. / Lettre du chef du service de santé. / Circulaire de M. le secrétaire général à MM. les résidents chefs de province	article
12626	32010	90156x1896x65	AMN-1896-381	Étude sur le pneumo-paludisme du sommet. Par le Dr H. de Brun	1896	381	 Compte rendu par le Dr Louis Vincent... / État sanitaire de la colonie de Mayotte pendant le 1er trimestre 1895. Par le Dr Vaysse..	article
12627	32011	90156x1896x65	AMN-1896-382	État sanitaire de la colonie de Mayotte pendant le 1er trimestre 1895. Par le Dr Vaysse	1896	382	 / Abcès du foie	article
12630	32016	90156x1896x65	AMN-1896-387	Clinique. Laryngotomie inter-crico-thyroïdienne. Par le Dr Michel	1896	387	 / Variétés. / Secours médicaux aux pêcheurs	article
12631	32021	90156x1896x65	AMN-1896-392	Variétés. Secours médicaux aux pêcheurs. / La maladie de la mouche tsetse dans le Zoulouland (The Lancet, 25 avril 1896, page 1148.) (Traduction.)	1896	392		article
12642	32056	90156x1896x65	AMN-1896-427	Contribution à la géographie médicale. Parages de la mer Rouge. Par le Dr Bartet	1896	427	 I. - Obock. / Saisons. Vents. Température. Hygrométricité d'Obock	article
12654	32081	90156x1896x65	AMN-1896-452	Notes médicales sur l'épidémie de choléra qui a régné au Cambodge en 1895. Par le Dr Angier	1896	452	 Marche de l'épidémie. / 1° Marche de l'épidémie chez les militaires	article
12660	32092	90156x1896x65	AMN-1896-463	Contribution à l'étude bactériologique de la (fièvre bilieuse hématurique) au Tonkin. Par L. Breaudat	1896	463	 / Conclusions. / Clinique d'Outre-Mer. / Plaie de l'abdomen par suite de tentative de suicide. - Guérison. Observation extraite d'un rapport sur la Guinée française. Par le Dr Maclaud..	article
12661	32093	90156x1896x65	AMN-1896-464	Clinique d'Outre-Mer. Plaie de l'abdomen par suite de tentative de suicide. - Guérison. Observation extraite d'un rapport sur la Guinée française. Par le Dr Maclaud	1896	464	 / Variétés. / Service de santé dans les colonies espagnoles	article
12664	32105	90156x1896x65	AMN-1896-476	Tables analytique des matières du tome soixante-cinquième	1896	476		article
12667	32114	90156x1896x66	AMN-1896-5	Aperçu hygiénique sur le Laos. Par le Dr Estrade	1896	5		article
12693	32157	90156x1896x66	AMN-1896-48	Note sur trois cas de méningite cérébro-spinale épidémique observés à l'hôpital de Saint-Louis (Sénégal). Par le Dr Marchoux	1896	48	 / L'île de la Réunion et les malades du corps expéditionnaire de Madagascar. Par le docteur Brossier..	article
12694	32165	90156x1896x66	AMN-1896-56	Note au sujet de la fermeture des boîtes de conserve de la marine. Par M. Bavay	1896	56		article
12696	32170	90156x1896x66	AMN-1896-61	De l'origine et du traitement des plaies ulcérées à bord des navires de guerre. Par le Dr Astius-Charles Castellan	1896	61	 Considérations générales. / II. Origine des plaies ulcérées. / 1° Les furoncles	article
12699	32173	90156x1896x66	AMN-1896-64	Contribution à l'étude de la lymphatexie. Les adénites d'apparence palustre. Par le Dr Lesueur-Florent	1896	64		article
12703	32185	90156x1896x66	AMN-1896-76	Notes sur quelques cas de fièvre typhoïde observés dans les îles de la Polynésie française. Par le Docteur Gros	1896	76	 / Variétés. / Au sujet de la transfusion	article
12706	32190	90156x1896x66	AMN-1896-81	Graisse de Normandie. Par M. Vignoli	1896	81		article
12729	32221	90156x1896x66	AMN-1896-113	Rapport médical du 4e trimestre 1895 sur Diégo-Suarez. Par le Dr Clavel	1896	113	 / Fièvre typhoïde	article
12733	32243	90156x1896x66	AMN-1896-135	Institut bactériologique colonial de Saïgon. Service des vaccinations contre la rage pendant l'année 1895. Par le Dr Lépinay	1896	135	 / Notes médicales sur la maladie hydatique du foie et sur la lèpre en Islande. Par le Dr Forterre..	article
12734	32244	90156x1896x66	AMN-1896-136	Notes médicales sur la maladie hydatique du foie et sur la lèpre en Islande. Par le Dr Forterre	1896	136	 / I. - De la maladie hydatique du foie en Islande	article
12746	32269	90156x1896x66	AMN-1896-161	Contribution à la géographie médicale. / La Corée et les coréens. Notes de géographie médicale et d'ethnographie. Par le Dr L Chastang	1896	161		article
12747	32270	90156x1896x66	AMN-1896-162	Contribution à la géographie médicale. La Corée et les coréens. Notes de géographie médicale et d'ethnographie. Par le Dr L Chastang	1896	162	 / Aperçu géographique	article
12778	32327	90156x1896x66	AMN-1896-219	Rapport médical de la colonne expéditionnaire de Kong. Par le Docteur Le Ray	1896	219	 I. Historique. / II. / Organisation du service médical et des ambulances. - Personnel. - Matériel	article
12781	32337	90156x1896x66	AMN-1896-229	Note sur un cas d'hémato-chylurie. Traité par l'eau chloroformée saturée. Par le Dr Crossouard	1896	229		article
12783	32344	90156x1896x66	AMN-1896-236	Clinique d'Outre-Mer. Un cas d'anévrisme de l'aorte abdominale observé à Fort-de-France (Martinique). Par le Dr Gries	1896	236	 / Réflexions	article
12785	32349	90156x1896x66	AMN-1896-241	Expédition de Mapa. (11-17 mai 1895). Par le Docteur Quinson	1896	241		article
12797	32368	90156x1896x66	AMN-1896-260	Du traitement de la syphilis par les injections intra-musculaires de bichlorure de mercure. Par le Docteur Cartier	1896	260	 / Formule	article
12805	32382	90156x1896x66	AMN-1896-274	Note sur un cas d'adénite génienne suppurée. Par le Dr Étourneau	1896	274		article
12815	32401	90156x1896x66	AMN-1896-293	Expériences thérapeutiques sur la lèpre faites à Pondichéry. Par le Dr Gallay	1896	293	 / Troisième série. / Bleu de méthylène en injections hypodermiques. / Observation I	article
12824	32421	90156x1896x66	AMN-1896-313	Variétés. / Statistique de la marine allemande pour les mois d'avril 1891 à mars 1893 inclus	1896	313		article
12829	32429	90156x1896x66	AMN-1896-321	L'inspecteur général J. Rochard. Par le Docteur Auffret	1896	321		article
12831	32445	90156x1896x66	AMN-1896-337	De l'entorse métatarsienne avec ostéo-périostite traumatique. Par MM. Pfihl	1896	337	 Valence... Observation I. / Observation II	article
12837	32453	90156x1896x66	AMN-1896-345	Un médecin des colonies au XVIIIe siècle. Pouppée-Desportes	1896	345	 Par le Dr Gros..	article
12839	32468	90156x1896x66	AMN-1896-360	Arrachement de l'annulaire de la main gauche. Par le Dr Plagneux	1896	360	 / Conséquences rares de quelques traumatismes. Par le Dr Lesueur-Florent... / I. - Fracture des premier et deuxième métacarpiens (main droite). / Observation	article
12840	32469	90156x1896x66	AMN-1896-361	Conséquences rares de quelques traumatismes. Par le Dr Lesueur-Florent	1896	361	 I. - Fracture des premier et deuxième métacarpiens (main droite). Observation. / II. - Hernie inguinale par compression de l'abdomen. / Observation	article
12855	32495	90156x1896x66	AMN-1896-387	Rapport sur le Fonctionnement de l'institut vaccinogène annexé à l'institut Pasteur de Saïgon. Par le docteur Lepinay	1896	387	 / Résultats statistiques	article
12858	32502	90156x1896x66	AMN-1896-394	Notes sur le Naja cracheur et le sérum antivenimeux du Dr Calmette. Par le Dr Maclaud	1896	394	 / Autre observation	article
12860	32509	90156x1896x66	AMN-1896-401	Rapport sur les huiles de lin et de colza. / Conditions chimiques que devront comporter les nouveaux cahier des charges. Par M. Vignoli	1896	401		article
12861	32510	90156x1896x66	AMN-1896-402	Rapport sur les huiles de lin et de colza. Conditions chimiques que devront comporter les nouveaux cahier des charges. Par M. Vignoli	1896	402	 / Broyage. / Mouture. / Chauffage	article
12892	32547	90156x1896x66	AMN-1896-437	Intervention dans les lésions du rachis. Par le Dr C. Auffret	1896	437	 / I. - Opérations ayant pour but d'attaquer la face postérieure du rachis	article
12900	32563	90156x1896x66	AMN-1896-453	Rapport Médical pour l'année finissant le 30 juin 1895, sur la situation sanitaire de Longthéou. Par le Dr Delay	1896	453	 / Climatologie	article
12906	32574	90156x1896x66	AMN-1896-464	Les eaux d'alimentation de Porto-Novo. Par M. Fr. Turié	1896	464	 / Le terrain. Les puits	article
12910	32579	90156x1896x66	AMN-1896-469	Note pour être annexée à ma notice sur le paludisme intertropical publiée dans le numéro de mars de ces archives. Par le docteur Lemoine	1896	469	 / Clinique d'Outre-Mer. Hépatite suppurée et polynévrite d'origine paludéenne. Observations recueillies à l'hôpital de Kayes (Soudan français) dans le service du Dr Péthellaz, médecin principal des colonies. Par le Dr Abattucci..	article
12911	32580	90156x1896x66	AMN-1896-470	Clinique d'Outre-Mer. Hépatite suppurée et polynévrite d'origine paludéenne. Observations recueillies à l'hôpital de Kayes (Soudan Français) dans le service du Dr Péthellaz, médecin principal des colonies. Par le Dr Abattucci	1896	470	 / Hépatite suppurée. / Observation I	article
12926	32621	90156x1897x67	AMN-1897-31	Hôpital improvisé de la marine à Tamatave (1895-1896). Par le Dr Durbec	1897	31	 / Personnel	article
12946	32647	90156x1897x67	AMN-1897-57	Étude sur les eaux de Pondichéry. Par M. Henry	1897	57	 / I. - Pureté d'une eau potable	article
12978	32715	90156x1897x67	AMN-1897-127	La « Lucilia hominivorax » au Tonkin. Par le Dr Depied	1897	127		article
12980	32726	90156x1897x67	AMN-1897-138	Rapport sur le béribéri observé à la prison militaire de Dakar durant l'année 1895. Par le Dr Lasnet	1897	138	 / Marche de l'endémie	article
13000	32785	90156x1897x67	AMN-1897-196	Assistance médicale aux pêcheurs de la mer du Nord. Par le Dr Pervèz	1897	196	 / Maladies. / Ronds d'eau	article
13011	32811	90156x1897x67	AMN-1897-222	Note sur un cas de guérison de morsure de serpent par le sérum antivenimeux du docteur Calmette. Par le Dr Hazard	1897	222	 / Côte d'Ivoire - Considérations hygiéniques. Par le Dr Hébrard... / Climat	article
13012	32813	90156x1897x67	AMN-1897-224	Côte d'Ivoire - Considérations hygiéniques. Par le Dr Hébrard	1897	224	 Climat. / Sol	article
13024	32830	90156x1897x67	AMN-1897-241	Du service de santé pendant le combat. Par le docteur Fontorbe	1897	241		article
13037	32860	90156x1897x67	AMN-1897-271	Contribution à la géographie médicale. Madagascar et Mozambique. Par le Dr Laugier	1897	271	 I. - Tamatave. / II. - Diégo-Suarez	article
13044	32890	90156x1897x67	AMN-1897-301	Note sur une observation d'urines noires déterminées par la quinine (hémoglobinurie quinique). Par le Docteur Raoul Dumas	1897	301	 / Côte d'Ivoire. - Considérations hygiéniques. Par le Dr Hébrard... - Suite -. / Sassandra	article
13045	32894	90156x1897x67	AMN-1897-305	Côte d'Ivoire. - Considérations hygiéniques. Par le Dr Hébrard	1897	305	 - Suite -. Sassandra. / Drewin. / Petit Victory	article
13050	32901	90156x1897x67	AMN-1897-312	Variétés. Statistique de la marine autrichienne pour 1892-1893. [Dr Gros]. / Les dangers résultants de la présence du charbon dans les soutes (Marine Rundschau, 1895, p. 363.)	1897	312		article
13053	32906	90156x1897x67	AMN-1897-317	Thèses soutenues devant la faculté de médecine de Bordeaux par les élèves du service de santé de la marine pendant l'année 1896	1897	317		article
13055	32910	90156x1897x67	AMN-1897-321	Organisation et fonctionnement du service médical des compagnies de débarquement de l'escadre. Par le docteur Brémaud	1897	321	 / Organisation actuelle	article
13066	32921	90156x1897x67	AMN-1897-332	Appendice au mémoire relatif au transport des blessé à bord des navires de guerre au moyen du hamac. Par le docteur Guézennec	1897	332	 / I. Note relative à des « ridoirs » servant à assurer des écarts variables au parallélisme des hampes du hamac transformé en civière, en gouttière	article
13071	32927	90156x1897x67	AMN-1897-338	La fièvre bilieuse hématurique au Soudan (hivernage 1896). Par le Docteur Carmouze	1897	338	 / Observation N° 1. - Fièvre bilieuse hématurique (cas d'intensité grave)	article
13088	32962	90156x1897x67	AMN-1897-373	Éléphantiasis du scrotum oschéotomie par la méthode d'Ali-Bey pratiquée par les docteurs Jourdran	1897	373	, Buffon... / Notes médicales recueillies à Mayotte. Par le Docteur Neiret..	article
13089	32963	90156x1897x67	AMN-1897-374	Notes médicales recueillies à Mayotte. Par le Docteur Neiret	1897	374	 / A. Européens	article
13099	32990	90156x1897x67	AMN-1897-401	Observations de quelques cas d'une maladie infectieuse observée pendant le séjour de l'Étoile à Djeddah, aux mois de juillet et d'août 1895. Par le docteur Bartet	1897	401	 / Conditions dans lesquelles s'est développée cette maladie	article
13111	33003	90156x1897x67	AMN-1897-414	Rapport sur la désinfection par le chloroformol des locaux contaminés (Expériences faites à l'hôpital maritime de Brest du 5 au 9 novembre 1896). Par le Docteur Alain Piton	1897	414		article
13119	33013	90156x1897x67	AMN-1897-424	Chirurgie pratique. / Coloration des liquides antiseptiques. Par le Dr Lassabatie	1897	424		article
13120	33018	90156x1897x67	AMN-1897-429	Chirurgie pratique. Coloration des liquides antiseptiques. Par le Dr Lassabatie	1897	429	 / Altération de la fonte dans l'eau de mer. / Travail fait au laboratoire de chimie de la marine à Brest. Par M. P. Le Naour..	article
13121	33022	90156x1897x67	AMN-1897-433	Altération de la fonte dans l'eau de mer. Travail fait au laboratoire de chimie de la marine à Brest. Par M. P. Le Naour	1897	433	 / Observation de luxation du genou par suite de contraction musculaire. Par le Dr Gallas..	article
13122	33024	90156x1897x67	AMN-1897-435	Observation de luxation du genou par suite de contraction musculaire. Par le Dr Gallas	1897	435	 / Réflexions. / Contribution à la géographie médicale. / Un archipel peu connu de la Micronésie (Îles Francis, Gilbert ou Kingsmill). Par le Dr Hercouêt..	article
13123	33025	90156x1897x67	AMN-1897-436	Contribution à la géographie médicale. Un archipel peu connu de la Micronésie (Îles Francis, Gilbert ou Kingsmill). Par le Dr Hercouêt	1897	436	 / Situation géographique	article
13129	33039	90156x1897x67	AMN-1897-450	Un cas de piqûre de serpent guéri par le sérum antivenimeux du Dr Calmette. Par le Dr De Lavigne	1897	450	 / Note sur quelques cas de scorbut dans la Haute-Casamance. Par le Dr Lasnet..	article
13130	33042	90156x1897x67	AMN-1897-453	Note sur quelques cas de scorbut dans la Haute-Casamance. Par le Dr Lasnet	1897	453	 / Notes médicales recueillies à Mayotte. Par le Docteur Neiret... - Suite et fin -. / Fièvre bilieuse hématurique. / Observation I	article
13149	33074	90156x1897x68	AMN-1897-5	Le recrutement à la Réunion. Par le Dr Théron	1897	5	 / I. - Compte rendu des opérations du Conseil de révision à la Réunion	article
13155	33088	90156x1897x68	AMN-1897-19	Les pêcheurs de Terre-Neuve. Par le Dr Gazeau	1897	19	 / Origine des pêcheurs	article
13166	33108	90156x1897x68	AMN-1897-39	Cloison transversale du vagin formant obstacle à l'accouchement. Par le Docteur Machenaud	1897	39	 / Au toucher	article
13168	33110	90156x1897x68	AMN-1897-41	Histoire naturelle du microbe du paludisme d'après les études comparatives faites chez les coccidies. Par le Dr P.-L. Simond	1897	41	 Premier. / Corps sphériques	article
13174	33131	90156x1897x68	AMN-1897-62	Variétés. Statistique de la marine Autrichienne (1894 et 1895). [Dr L. Vincent.]. / La médecine sur les navires. - Recherches historiques, par le Dr Rosati, 	1897	62		article
13175	33137	90156x1897x68	AMN-1897-68	Variétés. La médecine sur les navires. - Recherches historiques, par le Dr Rosati, 	1897	68	 [Dr Drago.]. / Bibliographie. / Thérapeutique du paludisme, par MM. les Drs Burot et Legrand, ..	article
13194	33179	90156x1897x68	AMN-1897-110	Note sur le débarquement des malades et des blessés dans les ports de Cherbourg et de Brest. Par le Docteur Brémaud	1897	110	 / Système actuel. Ses inconvénients	article
13197	33184	90156x1897x68	AMN-1897-115	Transport des blessés. Par le Docteur Maget	1897	115	 / Du climat maritime de la Tunisie et de son influence pathologique sur le poumon, le coeur et le foie. Par le Docteur A.-C. Castellan..	article
13198	33185	90156x1897x68	AMN-1897-116	Du climat maritime de la Tunisie et de son influence pathologique sur le poumon, le coeur et le foie. Par le Docteur A.-C. Castellan	1897	116	 / I. - Étude du climat maritime de la Tunisie	article
13201	33191	90156x1897x68	AMN-1897-122	Un cas de polydactylie. Par le Docteur J.-B. Vincent	1897	122	 1° A la main gauche. / 2° A la main droite. / 3° Au pied gauche	article
13203	33206	90156x1897x68	AMN-1897-137	Quelques observations de blessures de guerre recueillies à Madagascar. Par le Docteur Levrier	1897	137	 / Statistique générale. / Diagnostics des décédés et cause de la mort. / Statistique des fractures par armes à feu. / Statistique des fractures articulaires	article
13205	33212	90156x1897x68	AMN-1897-143	Organisation de l'école de médecine de Tananarive. Par le Docteur Rencurel	1897	143	 / Organisation et fonctionnement de l'hôpital indigène de Tananarive. Par le Docteur Jourdran..	article
13206	33217	90156x1897x68	AMN-1897-148	Variétés. / Traitement des brûlures par l'acide picrique	1897	148		article
13214	33230	90156x1897x68	AMN-1897-161	Projet de matériel médical régimentaire pour les troupes de la marine aux colonies. Par le Docteur Fruitet	1897	161		article
13218	33246	90156x1897x68	AMN-1897-177	Coffres à médicaments. Par le Docteur A. Audibert	1897	177	 / 2e espèce	article
13225	33254	90156x1897x68	AMN-1897-185	Note sur le matériel technique délivré au médecin à bord des bâtiments. Par le Docteur Onimus	1897	185	 / Feuille d'armement de la marine allemande. / Analyse de l'eau. / I. - Réactifs. / II. - Matériel	article
13237	33269	90156x1897x68	AMN-1897-200	Tic de Salaam. Par le Dr Pervèz	1897	200	 / Traitement	article
13239	33271	90156x1897x68	AMN-1897-202	Études sur la peste de Bombay. Par le Docteur Bonneau	1897	202	 Premier. Date d'apparition. / Genèse. / Développement	article
13253	33305	90156x1897x68	AMN-1897-236	Variétés. Rapport sur les malades et blessés provenant des troupes d'Afrique, soignés à l'hôpital militaire de Naples, par le Dr Joseph Alvaro, 	1897	236	 - (Giornale medico del regio esercito. Décembre 1896.). [Dr Depred.]. / Bibliographie. / L'Afrique Équatoriale, par le docteur A. Poskin, ..	article
13256	33310	90156x1897x68	AMN-1897-241	Malades rapatries de l'Indo-Chine. Transports-hôpitaux de l'état. - Bâtiments affrétés du commerce. Par le Docteur Bonnafy	1897	241		article
13260	33332	90156x1897x68	AMN-1897-263	De la propreté corporelle des équipages. Par le Docteur Maget	1897	263	 / I. - Lavage corporel	article
13265	33340	90156x1897x68	AMN-1897-271	Note sur un cas de chancre infectant à longue période d'incubation. Par le Docteur Étourneau	1897	271		article
13267	33345	90156x1897x68	AMN-1897-276	La vaccine au Laos. Par le Docteur Estrade	1897	276	 / De certaines lésions produites par l'abus de la chaufferette et siégeant d'abord à la partie interne des cuisses. Par le Docteur Vergues..	article
13268	33346	90156x1897x68	AMN-1897-277	De certaines lésions produites par l'abus de la chaufferette et siégeant d'abord à la partie interne des cuisses. Par le Docteur Vergues	1897	277	 / Description	article
13274	33355	90156x1897x68	AMN-1897-286	Note sur deux cas de guérison de morsure de serpent par le sérum antivenimeux du Dr Calmette. Par le Docteur Boyé	1897	286	 / Prescription	article
13277	33359	90156x1897x68	AMN-1897-290	Le paludisme au Sénégal. Par le Docteur Marchoux	1897	290	 Introduction. / Caractères cliniques du paludisme	article
13285	33380	90156x1897x68	AMN-1897-311	Variétés. Service de santé dans les colonies Néerlandaises. [Dr Portengen.]. / La question des « Secours aux blessés pendant le combat naval » dans la marine Italienne	1897	311		article
13288	33390	90156x1897x68	AMN-1897-321	Rapport complémentaire sur les huiles de lin et de colza. Par M. Vignoli	1897	321	 / Lin d'Azow. - Caractères des huiles de lin et de colza six mois après leur fabrication. - Recherche des falsifications de l'huile de lin. / Lin d'Azow. / Graines. / Caractères et rendement. / Densité à 15 degrés	article
13309	33421	90156x1897x68	AMN-1897-352	Asiles pour les vieux marins de commerce en Hollande. Par le Docteur Pervès	1897	352	 / A. - Asile d'Egmond-An-Zee	article
13313	33428	90156x1897x68	AMN-1897-359	Accouchements chez les annamites. Par le Docteur Estrade	1897	359	 / La Réunion et les malades de Tamatave (Du 12 Décembre 1894 au 20 Février 1896). Par le Docteur Robert..	article
13314	33431	90156x1897x68	AMN-1897-362	La Réunion et les malades de Tamatave (Du 12 Décembre 1894 au 20 Février 1896). Par le Docteur Robert	1897	362	 / Nature des blessures dans les batailles navales contemporaines. Par le Docteur J.-A. Portengen..	article
13315	33435	90156x1897x68	AMN-1897-366	Nature des blessures dans les batailles navales contemporaines. Par le Docteur J.-A. Portengen	1897	366	 / Rapport sur la peste aux Indes. Par le Docteur Yersin..	article
13316	33441	90156x1897x68	AMN-1897-372	Rapport sur la peste aux Indes. Par le Docteur Yersin	1897	372	 / Observation d'un cas de bilieuse hématurique avec angiocholite occasionnée par des distomes. Par le Docteur Le Ray..	article
13317	33442	90156x1897x68	AMN-1897-373	Observation d'un cas de bilieuse hématurique avec angiocholite occasionnée par des distomes. Par le Docteur Le Ray	1897	373	 / Prescription. / Prescription	article
13326	33458	90156x1897x68	AMN-1897-389	Variétés. Guide médical de l'Afrique orientale (Aerztlicher Rathgeber für Ostafrica), par le Dr Kohlstock, Berlin 1891. [Dr Onimus.]. / Statistique de la marine Néerlandaise pour 1894. / Statistique de l'armée des Indes Néerlandaises pour 1895	1897	389		article
13327	33460	90156x1897x68	AMN-1897-391	Variétés. / Statistique de la marine Danoise du 1er Avril 1894 au 31 Mars 1895. [Dr H. Gros.]. / Monument pelletier et caventou	1897	391		article
13333	33470	90156x1897x68	AMN-1897-401	Étude des flèches empoisonnées du haut-Dahomey. Par le Docteur le Dantec	1897	401	 les Docteurs Boyé et Béréni..	article
13348	33486	90156x1897x68	AMN-1897-418	La verruga du pérou ou maladie de Carrion. Revue et analyse de quelques travaux récents des médecins péruviens. Par le Docteur L. Chastang	1897	418	 / Description de la maladie	article
13357	33503	90156x1897x68	AMN-1897-435	Deux monstres. Par le Docteur Pervès	1897	435	 / I. - Enfant double hétéradelphe	article
13360	33509	90156x1897x68	AMN-1897-441	Morsures du tétrodon. Amputation radicale de la verge. - Caractères de ces morsures traitement. Par le Docteur J. Nogué	1897	441	 / Traitement	article
13361	33510	90156x1897x68	AMN-1897-442	Notes et observations sur deux épidémies de dengue observées en Cochinchine en 1895-1896. Par le Docteur J. Nogué	1897	442		article
13375	33529	90156x1897x68	AMN-1897-461	Note sur un cas de fracture de l'occipital avec lésions cérébrales et troubles visuels. Par le Docteur Rencurel	1897	461	 / Variétés. / Statistique médicale de la marine Russe pour l'année 1893	article
13377	33538	90156x1897x68	AMN-1897-470	Variétés. Épidémie de choléra à bord des vaisseaux de transport et d'escadre à Atchin en 1873. [Dr Portengen.]. / A propos d'histoire de la médecine navale	1897	470		article
